Inventory_ID,PO_ID,Product_ID,Warehouse_ID,Snapshot_Date,Opening_Stock,Stock_In,Stock_Out,Closing_Stock,Reorder_Level,Safety_Stock,Inventory_Value_INR,Stock_Status,Capacity_Utilization_Percent
INVT000263,PO000263,P0097,WH001,02-04-2025,205,794,635,364,197,84,26413485.28,Normal,1.57
INVT000264,PO000264,P0229,WH002,11-12-2025,413,579,636,356,220,105,2333636.96,Normal,1.92
INVT000265,PO000265,P0043,WH002,17-11-2025,1533,820,988,1365,466,119,27218823.45,Normal,7.36
INVT000266,PO000266,P0190,WH003,18-08-2025,698,20,6,712,238,85,47308006.96,Normal,2.67
INVT000267,PO000267,P0267,WH004,11-08-2025,1095,760,1084,771,309,30,8128945.98,Normal,5.28
INVT000268,PO000268,P0079,WH004,16-05-2025,106,17,20,103,63,108,4924690.59,Normal,0.71
INVT000269,PO000269,P0153,WH003,11-07-2025,21,808,1161,0,441,216,0,Stockout,0
INVT000270,PO000270,P0155,WH001,28-07-2025,337,389,320,406,338,157,19563576.9,Normal,1.75
INVT000271,PO000271,P0258,WH004,08-07-2025,829,460,333,956,331,246,25796206.88,Normal,6.54
INVT000272,PO000272,P0038,WH004,12-02-2025,439,609,376,672,339,40,20666667.84,Normal,4.6
INVT000273,PO000273,P0252,WH003,14-11-2025,108,908,367,649,413,213,745259.68,Normal,2.44
INVT000274,PO000274,P0017,WH001,14-03-2025,311,474,350,435,419,65,32085173.7,Normal,1.88
INVT000275,PO000275,P0290,WH001,24-02-2025,178,946,587,537,95,201,39652472.01,Overstock,2.32
INVT000276,PO000276,P0235,WH004,11-02-2026,5,472,237,240,300,200,11383912.8,Reorder,1.64
INVT000277,PO000277,P0026,WH002,20-07-2025,515,207,1,721,171,23,61645182.76,Normal,3.89
INVT000278,PO000278,P0091,WH001,28-12-2025,597,238,132,703,382,83,21816255.24,Normal,3.03
INVT000279,PO000279,P0061,WH004,03-03-2025,681,44,49,676,232,52,25217206.56,Normal,4.63
INVT000280,PO000280,P0197,WH003,12-07-2026,717,267,103,881,223,17,21145444.84,Normal,3.31
INVT000281,PO000281,P0297,WH002,31-08-2025,628,905,480,1053,364,12,28210196.43,Normal,5.68
INVT000282,PO000282,P0184,WH001,06-01-2026,167,601,619,149,157,106,10042965.05,Reorder,0.64
INVT000283,PO000283,P0030,WH002,28-10-2025,955,438,482,911,258,168,74892544.76,Normal,4.91
INVT000284,PO000284,P0148,WH003,31-05-2026,917,583,589,911,247,48,43017174.03,Normal,3.42
INVT000285,PO000285,P0255,WH003,14-11-2025,48,508,448,108,163,172,4993256.88,Reorder,0.41
INVT000286,PO000286,P0014,WH003,11-07-2026,82,622,44,660,31,150,15569268,Overstock,2.48
INVT000287,PO000287,P0277,WH003,10-01-2025,18,188,74,132,33,25,9682999.92,Normal,0.5
INVT000288,PO000288,P0157,WH002,15-04-2026,294,112,149,257,432,85,5281393.69,Reorder,1.39
INVT000289,PO000289,P0267,WH002,14-02-2025,772,780,217,1335,309,30,16449189.15,Normal,7.2
INVT000290,PO000290,P0095,WH002,11-01-2025,184,455,669,0,393,151,0,Stockout,0
INVT000291,PO000291,P0008,WH003,03-02-2026,296,698,275,719,81,100,43200805.83,Overstock,2.7
INVT000292,PO000292,P0148,WH001,21-03-2026,26,35,42,19,247,48,955964.67,Reorder,0.08
INVT000293,PO000293,P0011,WH001,01-05-2025,207,951,186,972,348,26,61560249.48,Normal,4.19
INVT000294,PO000294,P0243,WH002,24-03-2026,854,269,238,885,377,159,731187,Normal,4.77
INVT000295,PO000295,P0134,WH002,15-08-2025,836,43,11,868,245,14,14337103.2,Normal,4.68
INVT000296,PO000296,P0246,WH001,22-04-2026,235,800,125,910,213,207,66255216.3,Normal,3.93
INVT000297,PO000297,P0179,WH003,23-12-2025,162,517,189,490,128,245,3857461.3,Normal,1.84
INVT000298,PO000298,P0122,WH003,30-05-2026,305,617,891,31,208,225,1480644.01,Reorder,0.12
INVT000299,PO000299,P0018,WH003,29-11-2025,651,513,325,839,357,159,25368415.11,Normal,3.15
INVT000300,PO000300,P0262,WH001,05-05-2026,448,52,74,426,159,57,27458298.6,Normal,1.84
INVT000301,PO000301,P0151,WH004,19-12-2025,601,508,558,551,390,115,3595412.75,Normal,3.77
INVT000302,PO000302,P0103,WH003,09-09-2025,442,437,499,380,161,185,8221972.6,Normal,1.43
INVT000303,PO000303,P0293,WH002,03-08-2026,801,357,337,821,212,211,36158202.86,Normal,4.43
INVT000304,PO000304,P0104,WH001,19-03-2025,594,324,168,750,297,48,17593957.5,Normal,3.24
INVT000305,PO000305,P0160,WH002,23-07-2026,574,620,121,1073,173,173,52738314.82,Overstock,5.79
INVT000306,PO000306,P0046,WH002,08-07-2026,1748,606,820,1534,486,202,71505876,Normal,8.27
INVT000307,PO000307,P0058,WH001,13-10-2025,1483,91,86,1488,459,191,12699618.72,Normal,6.42
INVT000308,PO000308,P0242,WH002,22-07-2025,772,56,10,818,228,88,10195821.94,Normal,4.41
INVT000309,PO000309,P0103,WH003,14-02-2025,75,691,751,15,161,185,334597.65,Reorder,0.06
INVT000310,PO000310,P0264,WH002,18-01-2025,412,525,444,493,126,166,7337111.94,Normal,2.66
INVT000311,PO000311,P0188,WH003,24-09-2025,590,321,458,453,324,165,931852.71,Normal,1.7
INVT000312,PO000312,P0025,WH003,03-09-2025,1554,799,136,2217,417,19,28706469.78,Overstock,8.32
INVT000313,PO000313,P0041,WH004,16-05-2026,1063,764,51,1776,372,143,58700920.32,Normal,12.16
INVT000314,PO000314,P0248,WH003,09-05-2025,1416,852,38,2230,444,184,194266427.7,Overstock,8.37
INVT000315,PO000315,P0108,WH004,01-04-2025,168,467,371,264,217,213,9731729.04,Normal,1.81
INVT000316,PO000316,P0180,WH004,07-04-2025,825,298,189,934,306,39,32841971.14,Normal,6.39
INVT000317,PO000317,P0180,WH001,15-11-2025,238,609,129,718,306,39,23237150.96,Normal,3.1
INVT000318,PO000318,P0093,WH004,14-01-2026,444,303,82,665,224,216,26381527.55,Normal,4.55
INVT000319,PO000319,P0095,WH002,13-01-2025,1543,614,721,1436,393,151,35741566.12,Normal,7.74
INVT000320,PO000320,P0044,WH002,25-03-2026,541,505,176,870,177,19,51194323.5,Normal,4.69
INVT000321,PO000321,P0107,WH004,18-07-2025,607,297,220,684,328,235,22335000.84,Normal,4.68
INVT000322,PO000322,P0153,WH003,24-07-2025,222,631,341,512,441,216,15922918.4,Normal,1.92
INVT000323,PO000323,P0163,WH001,30-05-2025,651,663,675,639,201,83,31011155.64,Normal,2.76
INVT000324,PO000324,P0196,WH003,18-03-2026,728,432,298,862,236,215,54346755.36,Normal,3.23
INVT000325,PO000325,P0190,WH003,27-06-2025,362,785,81,1066,238,85,66489628.66,Normal,4
INVT000326,PO000326,P0138,WH003,05-04-2026,255,414,122,547,183,201,31466514.14,Normal,2.05
INVT000327,PO000327,P0094,WH003,15-06-2026,740,686,159,1267,216,65,34594079.31,Overstock,4.75
INVT000328,PO000328,P0160,WH003,04-01-2026,349,481,552,278,173,173,12103249.86,Normal,1.04
INVT000329,PO000329,P0261,WH001,06-04-2026,21,614,194,441,132,180,2875430.25,Normal,1.9
INVT000330,PO000330,P0226,WH002,30-04-2025,559,321,151,729,229,114,7175649.06,Normal,3.93
INVT000331,PO000331,P0091,WH002,22-10-2025,788,287,305,770,382,83,24152066.4,Normal,4.15
INVT000332,PO000332,P0194,WH002,25-03-2025,20,984,750,254,145,42,19487680.1,Normal,1.37
INVT000333,PO000333,P0208,WH003,10-01-2026,258,557,734,81,159,116,2448817.92,Reorder,0.3
INVT000334,PO000334,P0054,WH003,29-06-2026,97,313,332,78,114,156,3767222.16,Reorder,0.29
INVT000335,PO000335,P0026,WH004,22-07-2026,511,270,87,694,171,23,57196849.74,Normal,4.75
INVT000336,PO000336,P0191,WH003,17-08-2025,1499,717,940,1276,429,204,90099903.96,Normal,4.79
INVT000337,PO000337,P0218,WH001,13-04-2025,52,924,345,631,52,176,27616453.27,Overstock,2.72
INVT000338,PO000338,P0133,WH001,16-04-2026,136,842,208,770,118,125,49818214.6,Overstock,3.32
INVT000339,PO000339,P0017,WH001,02-11-2025,265,76,10,331,419,65,25738821.49,Reorder,1.43
INVT000340,PO000340,P0150,WH002,20-07-2026,302,367,376,293,80,75,21064332.56,Normal,1.58
INVT000341,PO000341,P0049,WH004,29-08-2025,579,796,894,481,495,201,14495526.63,Reorder,3.29
INVT000342,PO000342,P0158,WH002,07-04-2026,480,20,23,477,298,222,17124218.91,Normal,2.57
INVT000343,PO000343,P0092,WH003,18-03-2025,341,604,620,325,369,36,5761434.25,Reorder,1.22
INVT000344,PO000344,P0111,WH001,18-07-2025,50,257,161,146,40,62,1870067.28,Normal,0.63
INVT000345,PO000345,P0051,WH002,22-03-2026,928,12,17,923,387,133,5191994.99,Normal,4.98
INVT000346,PO000346,P0070,WH002,12-06-2026,986,882,1294,574,306,185,40742640.54,Normal,3.1
INVT000347,PO000347,P0011,WH003,15-05-2025,1023,210,100,1133,348,26,67289187.24,Normal,4.25
INVT000348,PO000348,P0268,WH002,10-02-2025,469,344,4,809,208,247,18963299.78,Normal,4.36
INVT000349,PO000349,P0033,WH003,21-08-2025,548,459,581,426,441,103,19908117.42,Reorder,1.6
INVT000350,PO000350,P0114,WH003,11-05-2025,199,703,152,750,70,236,58241760,Overstock,2.81
INVT000351,PO000351,P0110,WH003,11-04-2025,659,740,577,822,228,116,15501506.16,Normal,3.08
INVT000352,PO000352,P0094,WH003,11-01-2025,529,753,276,1006,216,65,24580131.18,Normal,3.78
INVT000353,PO000353,P0210,WH004,27-08-2025,4,547,218,333,136,236,22809008.16,Normal,2.28
INVT000354,PO000354,P0057,WH003,27-08-2025,13,942,206,749,45,53,29482340.23,Overstock,2.81
INVT000355,PO000355,P0237,WH001,13-12-2025,164,212,278,98,290,24,2471438.48,Reorder,0.42
INVT000356,PO000356,P0101,WH001,24-08-2025,105,892,1101,0,36,204,0,Stockout,0
INVT000357,PO000357,P0133,WH003,07-07-2026,380,994,1432,0,118,125,0,Stockout,0
INVT000358,PO000358,P0203,WH004,15-08-2025,27,993,146,874,63,71,19288716.78,Overstock,5.98
INVT000359,PO000359,P0075,WH004,31-12-2025,383,775,939,219,105,160,4896982.35,Normal,1.5
INVT000360,PO000360,P0153,WH003,02-03-2025,1602,340,178,1764,441,216,51301653.48,Normal,6.62
INVT000361,PO000361,P0180,WH001,26-09-2025,133,267,281,119,306,39,4020999.29,Reorder,0.51
INVT000362,PO000362,P0100,WH003,16-12-2025,1130,458,504,1084,311,64,880067.08,Normal,4.07
INVT000363,PO000363,P0027,WH002,13-09-2025,1199,19,10,1208,495,214,73534958.48,Normal,6.51
INVT000364,PO000364,P0267,WH002,26-03-2026,89,566,83,572,309,30,7054161.4,Normal,3.08
INVT000365,PO000365,P0298,WH003,31-05-2025,718,320,135,903,432,66,12219964.89,Normal,3.39
INVT000366,PO000366,P0273,WH003,08-04-2026,577,901,198,1280,217,132,82189683.2,Overstock,4.8
INVT000367,PO000367,P0247,WH001,08-02-2025,203,488,90,601,303,118,19058821.85,Normal,2.59
INVT000368,PO000368,P0189,WH001,03-01-2026,1,877,617,261,72,109,12863110.95,Normal,1.13
INVT000369,PO000369,P0255,WH001,18-11-2025,56,92,69,79,163,172,3504904.52,Reorder,0.34
INVT000370,PO000370,P0105,WH004,18-09-2025,81,694,231,544,175,213,6661171.2,Normal,3.72
INVT000371,PO000371,P0266,WH001,29-05-2026,322,453,378,397,470,103,27767676.69,Reorder,1.71
INVT000372,PO000372,P0211,WH003,27-02-2026,570,974,79,1465,173,144,66987623.1,Overstock,5.5
INVT000373,PO000373,P0213,WH001,23-10-2025,173,914,1314,0,76,205,0,Stockout,0
INVT000374,PO000374,P0176,WH003,22-01-2026,320,482,701,101,174,94,3364011.04,Reorder,0.38
INVT000375,PO000375,P0125,WH003,30-04-2025,155,791,662,284,177,14,3421419,Normal,1.07
INVT000376,PO000376,P0283,WH002,18-11-2025,699,985,190,1494,321,33,79181417.34,Normal,8.06
INVT000377,PO000377,P0251,WH001,02-06-2025,306,418,474,250,184,38,8805192.5,Normal,1.08
INVT000378,PO000378,P0023,WH002,24-04-2025,1044,1000,1440,604,301,65,10943211.6,Normal,3.26
INVT000379,PO000379,P0015,WH002,08-05-2025,11,13,12,12,340,128,892960.08,Reorder,0.06
INVT000380,PO000380,P0202,WH001,21-09-2025,245,387,278,354,297,174,10886696.52,Normal,1.53
INVT000381,PO000381,P0087,WH001,25-10-2025,406,251,306,351,237,242,30146568.66,Normal,1.51
INVT000382,PO000382,P0157,WH002,21-07-2026,1576,558,495,1639,432,85,31719271.98,Normal,8.84
INVT000383,PO000383,P0162,WH003,07-06-2025,398,520,101,817,216,189,48374529.15,Normal,3.07
INVT000384,PO000384,P0269,WH004,18-02-2026,256,475,181,550,252,243,44530436.5,Normal,3.77
INVT000385,PO000385,P0241,WH002,16-03-2025,9,850,794,65,252,138,1701807.9,Reorder,0.35
INVT000386,PO000386,P0004,WH001,27-12-2025,143,775,791,127,310,85,8724234.52,Reorder,0.55
INVT000387,PO000387,P0069,WH001,19-07-2025,341,726,917,150,302,96,6252612,Reorder,0.65
INVT000388,PO000388,P0159,WH002,17-01-2026,1023,669,784,908,290,206,29269425.4,Normal,4.9
INVT000389,PO000389,P0063,WH004,24-01-2026,472,905,808,569,443,35,19133216.76,Normal,3.9
INVT000390,PO000390,P0088,WH004,13-05-2026,735,146,70,811,384,57,17379997.63,Normal,5.55
INVT000391,PO000391,P0276,WH002,12-02-2025,72,218,132,158,382,193,12981458.54,Reorder,0.85
INVT000392,PO000392,P0174,WH002,30-05-2026,262,268,369,161,391,52,13631234.05,Reorder,0.87
INVT000393,PO000393,P0235,WH004,30-03-2025,423,44,24,443,300,200,23392477.67,Normal,3.03
INVT000394,PO000394,P0112,WH002,22-12-2025,48,570,3,615,439,184,13717390.5,Normal,3.32
INVT000395,PO000395,P0112,WH002,09-07-2026,915,148,98,965,439,184,21998912,Normal,5.2
INVT000396,PO000396,P0141,WH003,30-03-2026,748,770,372,1146,230,103,26919872.34,Normal,4.3
INVT000397,PO000397,P0161,WH003,26-04-2025,52,753,918,0,40,242,0,Stockout,0
INVT000398,PO000398,P0281,WH004,23-01-2025,128,222,301,49,94,20,2945417.93,Reorder,0.34
INVT000399,PO000399,P0018,WH004,23-07-2026,444,855,59,1240,357,159,36154295.6,Normal,8.49
INVT000400,PO000400,P0148,WH002,27-12-2025,565,783,870,478,247,48,23385160.54,Normal,2.58
INVT000401,PO000401,P0040,WH003,06-09-2025,498,285,258,525,191,99,23218608,Normal,1.97
INVT000402,PO000402,P0198,WH001,19-10-2025,126,875,232,769,38,223,54867996.2,Overstock,3.32
INVT000403,PO000403,P0191,WH002,29-11-2025,726,908,762,872,429,204,61953184.56,Normal,4.7
INVT000404,PO000404,P0164,WH001,21-11-2025,1071,432,565,938,419,83,69244867.16,Normal,4.05
INVT000405,PO000405,P0060,WH001,31-07-2026,729,879,174,1434,311,48,7981213.8,Normal,6.19
INVT000406,PO000406,P0061,WH003,18-04-2026,926,797,487,1236,232,52,48827314.8,Overstock,4.64
INVT000407,PO000407,P0150,WH004,13-01-2026,83,976,1454,0,80,75,0,Stockout,0
INVT000408,PO000408,P0253,WH004,11-10-2025,787,723,557,953,310,246,64795813.73,Normal,6.52
INVT000409,PO000409,P0127,WH003,11-09-2025,447,536,528,455,369,148,35415207.1,Normal,1.71
INVT000410,PO000410,P0289,WH001,24-05-2026,67,864,937,0,22,220,0,Stockout,0
INVT000411,PO000411,P0243,WH002,31-08-2025,93,922,1222,0,377,159,0,Stockout,0
INVT000412,PO000412,P0192,WH003,20-02-2025,334,216,190,360,215,162,17936805.6,Normal,1.35
INVT000413,PO000413,P0006,WH004,05-02-2026,142,483,699,0,205,68,0,Stockout,0
INVT000414,PO000414,P0234,WH002,08-11-2025,159,144,118,185,150,113,3981710.6,Normal,1
INVT000415,PO000415,P0092,WH004,02-06-2025,78,901,1147,0,369,36,0,Stockout,0
INVT000416,PO000416,P0156,WH001,15-07-2025,334,444,521,257,140,169,17504527,Normal,1.11
INVT000417,PO000417,P0011,WH003,08-06-2026,175,920,943,152,348,26,8125281.6,Reorder,0.57
INVT000418,PO000418,P0012,WH002,26-01-2026,889,885,974,800,307,35,62154016,Normal,4.31
INVT000419,PO000419,P0053,WH004,09-12-2025,206,475,278,403,53,166,14897962.95,Overstock,2.76
INVT000420,PO000420,P0082,WH002,27-01-2025,550,765,731,584,151,103,33401354.4,Normal,3.15
INVT000421,PO000421,P0202,WH003,09-04-2025,350,940,864,426,297,174,13427460.36,Normal,1.6
INVT000422,PO000422,P0255,WH003,27-04-2026,551,846,447,950,163,172,42929911,Overstock,3.56
INVT000423,PO000423,P0070,WH004,28-03-2025,1155,400,265,1290,306,185,92712648.3,Normal,8.83
INVT000424,PO000424,P0262,WH001,23-03-2026,15,392,480,0,159,57,0,Stockout,0
INVT000425,PO000425,P0295,WH003,07-02-2025,422,570,702,290,261,18,17273928.3,Normal,1.09
INVT000426,PO000426,P0232,WH004,22-04-2025,339,765,288,816,293,69,31704880.32,Normal,5.59
INVT000427,PO000427,P0069,WH001,18-10-2025,519,745,161,1103,302,96,44990090.52,Normal,4.76
INVT000428,PO000428,P0134,WH003,27-12-2025,691,469,599,561,245,14,7737749.58,Normal,2.11
INVT000429,PO000429,P0266,WH003,17-05-2025,361,204,192,373,470,103,28137568.32,Reorder,1.4
INVT000430,PO000430,P0037,WH004,27-06-2025,748,925,1081,592,344,50,19266758.4,Normal,4.05
INVT000431,PO000431,P0116,WH002,21-12-2025,23,845,1156,0,51,95,0,Stockout,0
INVT000432,PO000432,P0185,WH004,03-10-2025,244,36,28,252,166,111,12968245.08,Normal,1.73
INVT000433,PO000433,P0174,WH004,01-05-2025,1346,375,460,1261,391,52,94780467.34,Normal,8.63
INVT000434,PO000434,P0081,WH002,28-01-2025,265,586,646,205,211,168,5717185.55,Reorder,1.11
INVT000435,PO000435,P0199,WH003,24-04-2025,691,402,448,645,325,187,41195317.95,Normal,2.42
INVT000436,PO000436,P0287,WH003,19-05-2025,1014,233,288,959,254,99,73976991.48,Normal,3.6
INVT000437,PO000437,P0001,WH002,18-05-2025,848,97,41,904,364,114,42994203.84,Normal,4.87
INVT000438,PO000438,P0166,WH002,22-07-2025,435,624,573,486,209,166,8925598.98,Normal,2.62
INVT000439,PO000439,P0231,WH001,18-06-2025,819,549,137,1231,295,51,49681744.35,Normal,5.31
INVT000440,PO000440,P0040,WH004,16-11-2025,167,331,188,310,191,99,13278034.7,Normal,2.12
INVT000441,PO000441,P0258,WH001,03-06-2026,1149,398,247,1300,331,246,36746905,Normal,5.61
INVT000442,PO000442,P0141,WH001,04-07-2026,672,879,1048,503,230,103,11728717.59,Normal,2.17
INVT000443,PO000443,P0201,WH003,11-05-2026,42,313,342,13,47,245,1073266.48,Reorder,0.05
INVT000444,PO000444,P0115,WH003,24-12-2025,405,720,1073,52,150,154,1647195.16,Reorder,0.2
INVT000445,PO000445,P0268,WH003,05-12-2025,327,709,147,889,208,247,18469455.06,Normal,3.34
INVT000446,PO000446,P0290,WH003,14-07-2026,62,629,875,0,95,201,0,Stockout,0
INVT000447,PO000447,P0283,WH002,24-03-2025,839,991,608,1222,321,33,64099020.18,Normal,6.59
INVT000448,PO000448,P0262,WH004,20-02-2026,408,97,142,363,159,57,27500585.97,Normal,2.48
INVT000449,PO000449,P0023,WH004,25-06-2025,325,773,1121,0,301,65,0,Stockout,0
INVT000450,PO000450,P0003,WH003,20-11-2025,692,522,125,1089,234,143,93240397.8,Normal,4.09
INVT000451,PO000451,P0030,WH003,21-02-2025,19,543,66,496,258,168,41102572.64,Normal,1.86
INVT000452,PO000452,P0094,WH001,13-01-2025,178,20,8,190,216,65,4608980.1,Reorder,0.82
INVT000453,PO000453,P0173,WH001,12-09-2025,765,920,596,1089,340,55,34689245.58,Normal,4.7
INVT000454,PO000454,P0214,WH004,16-02-2026,401,737,421,717,124,156,16199647.05,Overstock,4.91
INVT000455,PO000455,P0112,WH001,06-01-2026,127,27,25,129,439,184,2648964.69,Reorder,0.56
INVT000456,PO000456,P0193,WH003,18-10-2025,1520,173,257,1436,470,163,41843560.92,Normal,5.39
INVT000457,PO000457,P0216,WH001,10-01-2026,1000,463,618,845,430,35,44212259,Normal,3.65
INVT000458,PO000458,P0082,WH001,30-01-2026,279,719,583,415,151,103,22025116.55,Normal,1.79
INVT000459,PO000459,P0184,WH004,20-07-2025,620,148,189,579,157,106,42307900.56,Normal,3.96
INVT000460,PO000460,P0197,WH002,03-12-2025,410,956,784,582,223,17,12900321,Normal,3.14
INVT000461,PO000461,P0100,WH002,29-04-2026,1202,365,283,1284,311,64,953780.88,Normal,6.92
INVT000462,PO000462,P0167,WH001,26-06-2025,1366,214,276,1304,451,169,21787153.76,Normal,5.63
INVT000463,PO000463,P0177,WH003,31-01-2026,595,829,1016,408,450,112,25852136.64,Reorder,1.53
INVT000464,PO000464,P0278,WH004,23-05-2026,819,129,168,780,495,236,16067937.6,Normal,5.34
INVT000465,PO000465,P0198,WH003,15-03-2025,104,191,252,43,38,223,3178201.38,Normal,0.16
INVT000466,PO000466,P0135,WH001,05-09-2025,59,846,611,294,182,127,21258066.9,Normal,1.27
INVT000467,PO000467,P0061,WH001,01-06-2025,339,810,1017,132,232,52,5593353.48,Reorder,0.57
INVT000468,PO000468,P0193,WH004,21-03-2025,1701,937,1055,1583,470,163,42087490.11,Normal,10.84
INVT000469,PO000469,P0008,WH002,05-07-2025,239,893,455,677,81,100,41971400.32,Overstock,3.65
INVT000470,PO000470,P0126,WH004,24-03-2026,468,516,90,894,226,14,50343705.78,Normal,6.12
INVT000471,PO000471,P0029,WH002,20-12-2025,873,345,247,971,236,45,60263037.06,Normal,5.24
INVT000472,PO000472,P0020,WH002,08-06-2026,66,797,156,707,28,180,50894413.08,Overstock,3.81
INVT000473,PO000473,P0244,WH003,08-07-2025,121,687,136,672,54,42,10242805.44,Overstock,2.52
INVT000474,PO000474,P0294,WH002,10-10-2025,570,73,69,574,481,19,27441223.74,Normal,3.1
INVT000475,PO000475,P0141,WH001,26-07-2025,106,949,877,178,230,103,4275221.8,Reorder,0.77
INVT000476,PO000476,P0086,WH001,29-03-2026,1262,71,34,1299,442,229,60280198.92,Normal,5.61
INVT000477,PO000477,P0249,WH004,13-05-2026,965,181,154,992,257,96,12666828.16,Normal,6.79
INVT000478,PO000478,P0046,WH003,18-01-2025,1253,697,94,1856,486,202,85607870.08,Normal,6.96
INVT000479,PO000479,P0263,WH003,25-01-2025,181,699,515,365,72,247,26672484.5,Overstock,1.37
INVT000480,PO000480,P0011,WH001,19-03-2026,327,595,156,766,348,26,40987602.92,Normal,3.31
INVT000481,PO000481,P0139,WH004,09-12-2025,97,894,11,980,42,232,62126022,Overstock,6.71
INVT000482,PO000482,P0087,WH003,07-05-2025,414,202,21,595,237,242,45051043.8,Normal,2.23
INVT000483,PO000483,P0186,WH004,25-08-2025,586,302,391,497,147,34,29634539.48,Normal,3.4
INVT000484,PO000484,P0202,WH001,18-03-2025,69,719,833,0,297,174,0,Stockout,0
INVT000485,PO000485,P0286,WH002,07-07-2025,363,574,585,352,421,85,17890871.68,Reorder,1.9
INVT000486,PO000486,P0083,WH001,09-09-2025,78,825,347,556,435,180,30454321.76,Normal,2.4
INVT000487,PO000487,P0263,WH004,17-01-2025,158,423,336,245,72,247,19471259.85,Normal,1.68
INVT000488,PO000488,P0037,WH003,13-03-2025,1239,802,189,1852,344,50,61101609.96,Overstock,6.95
INVT000489,PO000489,P0210,WH002,18-12-2025,11,908,341,578,136,236,39713749.98,Normal,3.12
INVT000490,PO000490,P0121,WH002,25-07-2026,62,374,320,116,119,200,1739933.88,Reorder,0.63
INVT000491,PO000491,P0283,WH003,15-02-2026,920,402,187,1135,321,33,61688623.35,Normal,4.26
INVT000492,PO000492,P0022,WH003,23-01-2025,323,129,120,332,356,116,21843641.2,Reorder,1.25
INVT000493,PO000493,P0046,WH003,16-06-2025,1377,377,109,1645,486,202,64711914.75,Normal,6.17
INVT000494,PO000494,P0170,WH003,30-05-2025,668,106,9,765,210,177,45943780.95,Normal,2.87
INVT000495,PO000495,P0057,WH001,15-01-2025,149,402,343,208,45,53,7700557.28,Normal,0.9
INVT000496,PO000496,P0180,WH001,28-03-2025,403,923,1351,0,306,39,0,Stockout,0
INVT000497,PO000497,P0002,WH002,12-01-2025,792,293,379,706,301,86,60290507.92,Normal,3.81
INVT000498,PO000498,P0152,WH002,22-01-2026,230,106,93,243,360,101,7662788.73,Reorder,1.31
INVT000499,PO000499,P0106,WH002,05-07-2025,730,973,1135,568,213,184,8908182.56,Normal,3.06
INVT000500,PO000500,P0139,WH001,03-08-2026,60,693,928,0,42,232,0,Stockout,0
INVT000501,PO000501,P0081,WH002,27-05-2025,223,405,590,38,211,168,1088451.48,Reorder,0.2
INVT000502,PO000502,P0284,WH001,12-07-2025,733,133,12,854,318,224,32021353.42,Normal,3.69
